Intercept__0,beta_size__0,p_choose_last_seen_sd
47.017694045975425,-236.41810153704682,20.506279471361516
50.05051070788658,-250.97842021960597,20.41097899387136
45.239518947583704,-244.16129554021097,21.417684406166718
50.47067782474157,-240.49996905462734,22.00392693463375
46.32719941798852,-228.47655351900673,22.59973793592144
52.10006084491867,-233.75490400115888,19.432739692017552
47.185488200912005,-236.06610887159,22.15292144878467
42.71040984123986,-129.86335035070528,21.576738780343856
46.54605389178743,-137.17398814873124,21.131048020697058
46.85314022013984,-209.37176653565345,20.226034247304437
50.74080894775999,-210.05561598390045,21.60519858470184
48.293772901555194,-205.55800544419694,19.182024704578975
46.35707938620754,-204.69278371474138,19.223348593091117
46.35707938620754,-204.69278371474138,19.223348593091117
43.994772211852464,-160.06792473802616,20.597020014449388
49.63434892683375,-146.30614628613978,21.96035698817387
50.045959303431005,-246.4246794084319,21.561490042547007
50.045959303431005,-246.4246794084319,21.561490042547007
49.12008144672839,-250.75188332275488,21.499011704265435
53.31360885783351,-249.79641502309715,20.40076953842663
44.51020553887647,-247.99455022112832,22.81258343570237
45.07514122655561,-245.71078411401663,22.980181968957893
48.94406734416301,-232.1679610734099,22.98091002821802
44.19964344638117,-234.7845543981878,22.870799388225397
47.2489757701402,-231.6755989690763,22.79714457096917
46.019462353455545,-236.87215223405332,22.417428167623854
46.69530197147419,-259.91475995343166,20.633286422871723
46.69530197147419,-259.91475995343166,20.633286422871723
50.70641237311984,-262.76306448401914,21.658025332649792
47.91200406634486,-259.9942801276632,20.95015753488353
46.733413210094,-180.62653279956544,19.498040606777664
47.82015596809008,-175.41039817900972,22.048397734089065
48.97458122306914,-273.2440643576814,20.18155475334603
50.02823853687461,-263.1424432247417,22.212093961320907
50.79694481257214,-283.2987840259469,22.01499558516033
55.42750217883091,-280.9169381688784,22.5629445236041
51.342666016289755,-277.56614387045744,22.629036365466263
